model,rmse,mae,qlike,n,ticker
rf,0.01305897929674035,0.009462328641721118,-6.474127800196174,2772,JNJ
baseline,0.020761623927967075,0.013686118853626783,-5.650702047627236,2772,JPM
har,0.01918278884837807,0.012510872988013415,-5.742288267070568,2772,JPM
ridge,0.019010979829305164,0.012222589558715679,-5.73779213210307,2772,JPM
rf,0.01945410056764481,0.012335308026227527,-5.735243643751623,2772,JPM
baseline,0.028289021166330346,0.01982014421389183,-4.798061237730467,2772,KLAC
har,0.026657082284657043,0.017407512584981487,-4.723299748516285,2772,KLAC
ridge,0.026185471549794153,0.017076055273375777,-4.7457829251556545,2772,KLAC
rf,0.026808900788842654,0.017347035629761594,-4.761566761992392,2772,KLAC
baseline,0.017509835687411414,0.011622919945589505,-5.891852684070868,2772,KMB
har,0.015821675767470594,0.011110495698152593,-6.133720449651478,2772,KMB
ridge,0.015179202728569019,0.010689676349089041,-6.176476797393062,2772,KMB
rf,0.015274391465062449,0.01056223891277674,-6.164464177043885,2772,KMB
baseline,0.012979971447051203,0.008716097306604671,-6.4689158123278,2772,KO
har,0.013048188305067574,0.009740412374133386,-6.548335717587453,2772,KO
ridge,0.012582453135028634,0.009174797776230986,-6.569090744989447,2772,KO
rf,0.012592151493871322,0.009165227894226162,-6.569549401995516,2772,KO
baseline,0.02532987709659494,0.0173043947141757,-5.200877653792244,2772,KR
har,0.0221029323212745,0.014620600565875453,-5.289418976300294,2772,KR
ridge,0.02173808974990713,0.014458959928029615,-5.345197204384001,2772,KR
rf,0.021594442462177902,0.014193939666722506,-5.355622997460951,2772,KR
baseline,0.015466359406437157,0.01099558936950185,-5.96843834379802,2772,LIN
har,0.014698501671763469,0.0108349464689477,-6.068566694298367,2772,LIN
ridge,0.014401862409709452,0.010410081142679434,-6.071621080773019,2772,LIN
rf,0.014362867518279497,0.0102941868076572,-6.077145144131926,2772,LIN
baseline,0.025061649775362623,0.0174420280489442,-5.266710414155327,2772,LLY
har,0.022529047989475335,0.014992886554535687,-5.32537978440305,2772,LLY
ridge,0.022128781197715795,0.014718669338407538,-5.357426169237564,2772,LLY
rf,0.022150834355839012,0.014634052140784894,-5.37264935040485,2772,LLY
baseline,0.013714470954174433,0.009621720555682275,-6.159456879777743,2772,LNT
har,0.013212738237410404,0.009390107031086368,-6.228484895237396,2772,LNT
ridge,0.012796009120933542,0.009273442200163259,-6.249449173337741,2772,LNT
rf,0.01305788479047056,0.009257073010131069,-6.239358761611417,2772,LNT
baseline,0.023452146212204542,0.015043076891791244,-5.481620423842869,2772,LOW
har,0.020679167263986768,0.012814219217300034,-5.5588158906861596,2772,LOW
ridge,0.02038808320526902,0.012521726557196789,-5.571386403298806,2772,LOW
rf,0.020840650704099007,0.012560001575816859,-5.5649515220580845,2772,LOW
baseline,0.028199125504435468,0.020119003332126288,-4.700962267170293,2772,LRCX
har,0.02743519931963776,0.01861052985420849,-4.570300545958818,2772,LRCX
ridge,0.026886212585197012,0.018249157760704456,-4.597630464521746,2772,LRCX
rf,0.027744330242830455,0.018480718756336834,-4.610766199941263,2772,LRCX
baseline,0.027298733598448807,0.019410546968893543,-4.90419225889122,2772,LUV
har,0.02561713858971802,0.017008288380407303,-4.860790658029203,2772,LUV
ridge,0.02491977158239758,0.016763643726660265,-4.924770281329292,2772,LUV
rf,0.02573185050517212,0.01710789387741266,-4.907193272703448,2772,LUV
baseline,0.018575151736362833,0.013073778559518103,-5.7600248383074915,2772,MA
har,0.017600565411129976,0.012249139274019619,-5.827139236660023,2772,MA
ridge,0.01714657908122759,0.011839066835623718,-5.845073630912899,2772,MA
rf,0.01752762468537078,0.011851352705726188,-5.8400423842396645,2772,MA
baseline,0.021558027002586775,0.015155584104743236,-5.395450079202577,2772,MAR
har,0.02116251414566747,0.01399101770966081,-5.408129934531635,2772,MAR
ridge,0.020158654311234137,0.013421042343600515,-5.437249073993789,2772,MAR
rf,0.021589464965756738,0.013845027008232548,-5.415415061298781,2772,MAR
baseline,0.016308516556837193,0.010321479962273101,-6.2071621354936335,2772,MCD
har,0.015209165753594286,0.01037576727437793,-6.355956191197107,2772,MCD
ridge,0.014553229524742927,0.009820800963050477,-6.3843318831024884,2772,MCD
rf,0.014961554155708727,0.009831397271706455,-6.375311528842431,2772,MCD
baseline,0.028843743127801358,0.019115829559689813,-4.886782576465681,2772,MCHP
har,0.0272380941645565,0.017151381852020232,-4.789624336917531,2772,MCHP
ridge,0.026703843493397546,0.016849146098608946,-4.8090321256368105,2772,MCHP
rf,0.027712763877053338,0.017211313653158353,-4.7977100660830745,2772,MCHP
baseline,0.01614452539653445,0.011231567404841663,-5.957308899604566,2772,MDLZ
har,0.014941916974246162,0.010795879642314718,-6.10020651066463,2772,MDLZ
ridge,0.014594436430235166,0.01052210904848834,-6.125268723971055,2772,MDLZ
rf,0.014616117669419372,0.010436229069059767,-6.119100109651569,2772,MDLZ
baseline,0.01662341621374225,0.011753320372007459,-5.922875752900106,2772,MDT
har,0.015626670655163336,0.01123241131207627,-6.022812928630509,2772,MDT
ridge,0.015584048768893698,0.010981354679122738,-6.018089454890205,2772,MDT
rf,0.015494807926592068,0.010886340856381214,-6.024187205137499,2772,MDT
baseline,0.02313229648425035,0.015503117546004905,-5.4149897886720115,2772,MET
har,0.021273983827467088,0.013566982857865933,-5.474908706230161,2772,MET
ridge,0.021107912581457,0.01336359768291271,-5.484143229429247,2772,MET
rf,0.02189333625081773,0.013599526293292736,-5.470485542758039,2772,MET
baseline,0.03472729072629636,0.02166631731427812,-4.781589128087785,2772,META
har,0.03100954896936006,0.017602963659984695,-4.741594872305998,2772,META
ridge,0.03002155541014142,0.017071238170011015,-4.794176914452287,2772,META
rf,0.029932926560296655,0.01697417768749961,-4.808078668890174,2772,META
baseline,0.019541630138228756,0.013010750433663178,-5.799110981875167,2772,MKC
har,0.01739703114649761,0.011648124256320051,-5.949207243350192,2772,MKC
ridge,0.017122048685660772,0.011480138180256495,-5.97170042982097,2772,MKC
rf,0.017339108879565503,0.011436766049521443,-5.957562969512858,2772,MKC
baseline,0.0222145846993026,0.014668711320082671,-5.504278691286038,2772,MMM
har,0.019849139110902688,0.013118127778080656,-5.675329704171032,2772,MMM
ridge,0.01937750462613556,0.012574400717979559,-5.698283931248079,2772,MMM
rf,0.019236378739856844,0.012410062062354045,-5.6841201253398,2772,MMM
baseline,0.017509877015168242,0.012360766947871415,-5.80234595041628,2772,MO
har,0.016475748915279368,0.011775047298015482,-5.971974906092539,2772,MO
ridge,0.016306813495388626,0.011501301939588222,-5.983325939004764,2772,MO
rf,0.016053679312252926,0.01128789585214277,-5.991807327799272,2772,MO
baseline,0.02731549737318414,0.01807662308838501,-4.958239117928316,2772,MPC
har,0.027120845712710027,0.016545846595798098,-4.842267059381437,2772,MPC
ridge,0.02607709600192907,0.01617531356179772,-4.912897438988544,2772,MPC
rf,0.02898344563562713,0.016942977842370196,-4.863968337558353,2772,MPC
baseline,0.01736707419664542,0.012352818772823038,-5.729708279899658,2772,MRK
har,0.016050173790178226,0.011405741330665464,-5.937431660106564,2772,MRK
ridge,0.015651757610758207,0.011170661971502764,-5.961047657506552,2772,MRK
rf,0.01564672954622414,0.011057283134873298,-5.946051111453049,2772,MRK
baseline,0.023502371402239357,0.015797501333067496,-5.310442364974083,2772,MS
har,0.021551145825315445,0.0138278547052247,-5.326887120486153,2772,MS
ridge,0.021229121718211213,0.013511460757494168,-5.328180450868981,2772,MS
rf,0.021734731826978784,0.01367412417594052,-5.327896732120462,2772,MS
baseline,0.020129582751600098,0.013834643299641243,-5.571741492186161,2772,MSFT
har,0.01832583429243473,0.012299485557163726,-5.66178006370587,2772,MSFT
ridge,0.01777433748364429,0.0117411718255436,-5.690905332159213,2772,MSFT
rf,0.018004055734524287,0.01181071757071163,-5.6894994836157755,2772,MSFT
baseline,0.019522166691051602,0.013832746921798226,-5.46431557681915,2772,MTD
har,0.0180344681366229,0.012339782509615607,-5.502819710937077,2772,MTD
ridge,0.017552580807004888,0.01233528011086656,-5.529208696963302,2772,MTD
rf,0.01771503221847516,0.012294824980208572,-5.5295467652983845,2772,MTD
baseline,0.03177733954764486,0.02300695088354175,-4.333556264641706,2772,MU
har,0.032417192127483035,0.022254026722115714,-4.031882929216043,2772,MU
ridge,0.03158232062706434,0.021683212739729778,-4.106119172684909,2772,MU
rf,0.031881188214825794,0.02178866679097037,-4.143366166801069,2772,MU
baseline,0.017977877099215705,0.012068475630721531,-5.842160446900906,2772,NEE
har,0.016743656578557004,0.01139004269725416,-5.931559388717409,2772,NEE
ridge,0.016291474705303784,0.01128530961409547,-5.950351916784339,2772,NEE
rf,0.016888078185066473,0.011290887427312934,-5.935761519281235,2772,NEE
baseline,0.03781931422699421,0.024347400349019176,-4.424540003592471,2772,NFLX
har,0.034964525943643486,0.020625918716561106,-4.259198195585878,2772,NFLX
ridge,0.03382366921554433,0.019833342596761856,-4.361346622650186,2772,NFLX
rf,0.03358454658078159,0.019654855503804518,-4.3862303848623005,2772,NFLX
baseline,0.017621107194023856,0.010842686936180321,-5.915411541936738,2772,NI
har,0.01616649358857864,0.0101665473793036,-6.034870744770714,2772,NI
ridge,0.015980430830739953,0.010103355719217059,-6.052187336051503,2772,NI
rf,0.01630564224307935,0.010142537868622624,-6.035084024551368,2772,NI
baseline,0.027650485779796355,0.018478295401183377,-4.9963631896779805,2772,NKE
har,0.02435960113904241,0.015204929257270431,-5.160494396186877,2772,NKE
ridge,0.023412586231022724,0.014488954968707507,-5.207634093878662,2772,NKE
rf,0.023442506345275168,0.014376740894062068,-5.2013808871382,2772,NKE
baseline,0.02864242090200823,0.021129291727748228,-4.711137300192475,2772,NOW
har,0.027044762631913605,0.018277633489046617,-4.6113686601905925,2772,NOW
ridge,0.026161025998415785,0.017795099980581545,-4.685326682498459,2772,NOW
rf,0.026407230978096982,0.018024219453751777,-4.699447296996274,2772,NOW
baseline,0.020802207419124755,0.014277212722557808,-5.5335196361575285,2772,NSC
har,0.01910806545484101,0.012735613281211557,-5.563218197660424,2772,NSC
ridge,0.018965071869256913,0.012625848236468075,-5.566631990949425,2772,NSC
rf,0.019233552805055794,0.012569564424417805,-5.566874175965866,2772,NSC
baseline,0.0298262060969697,0.019891957102137023,-4.774349494968532,2772,NTAP
har,0.026892340366799595,0.016645865788801926,-4.789309295821974,2772,NTAP
ridge,0.02636370885888815,0.016410750559263103,-4.872113946072468,2772,NTAP
rf,0.02613906309845558,0.016077886865320332,-4.876361600039221,2772,NTAP
baseline,0.03623169456158945,0.025468465760088353,-4.257541000812265,2772,NVDA
har,0.03419528656847197,0.021923920565950918,-4.049571504305715,2772,NVDA
ridge,0.03345119891742575,0.021402074285183585,-4.106598713091961,2772,NVDA
rf,0.03384723649153135,0.021861650527068018,-4.148830108201817,2772,NVDA
baseline,0.021772056390810285,0.01594510988299985,-5.20050608617953,2772,ODFL
har,0.020796988707149477,0.014306206037461156,-5.191993261303172,2772,ODFL
ridge,0.020454642660790088,0.014254708409034473,-5.23030683425942,2772,ODFL
rf,0.02041205500825948,0.01425394352371138,-5.237213056274166,2772,ODFL
baseline,0.031013495284097185,0.019815571278300807,-5.059570382931217,2772,ORCL
har,0.026944891650906407,0.01627105044647418,-5.247391232209219,2772,ORCL
ridge,0.026351268052436736,0.015621183823239107,-5.2798409983588845,2772,ORCL
rf,0.02608235999351973,0.015295971046661305,-5.302739267723411,2772,ORCL
baseline,0.02189855576373844,0.013655228939960972,-5.597366142750308,2772,ORLY
har,0.019714266638634022,0.01224045384361461,-5.65958057630031,2772,ORLY
ridge,0.019569762843192222,0.012226375126965859,-5.6773969453086535,2772,ORLY
rf,0.01958890834161047,0.012065407447880837,-5.685191687181276,2772,ORLY
baseline,0.036850562450985024,0.023898898331421364,-4.393923056283601,2772,PANW
har,0.03251313319234006,0.019592404591215112,-4.282859194100413,2772,PANW
ridge,0.03145250737139866,0.018917189017511982,-4.462359736116187,2772,PANW
rf,0.03077703149492143,0.018366768156978318,-4.4976824815180265,2772,PANW
baseline,0.014072004678682382,0.009858036024834508,-6.099587670829952,2772,PEG
har,0.013619360014776507,0.00961725392368803,-6.147669875069942,2772,PEG
ridge,0.013336261116677975,0.00955557296607886,-6.156746414928951,2772,PEG
rf,0.013562131408981378,0.009584707227440209,-6.15292701668837,2772,PEG
baseline,0.015002720393192129,0.009436686778578103,-6.372395232192546,2772,PEP
har,0.014209984589753526,0.009883365353063285,-6.458589110764319,2772,PEP
ridge,0.01384824174873071,0.009424448883531104,-6.4853961001575495,2772,PEP
rf,0.013977288028261606,0.009310392192678004,-6.484579525786276,2772,PEP
baseline,0.016828418091680338,0.01219162691103935,-5.822304737786143,2772,PFE
har,0.015426580976569446,0.011347576545429512,-5.950101490746406,2772,PFE
ridge,0.015245309309343346,0.01118047373257066,-5.966810007823347,2772,PFE
rf,0.015501001071568982,0.011264285720739262,-5.943911174146816,2772,PFE
baseline,0.01410938560921921,0.009507223552845475,-6.372033149344718,2772,PG
har,0.01352086392643753,0.009996253955436388,-6.46819511726122,2772,PG
ridge,0.012978493556087755,0.009508888210679137,-6.495762865411292,2772,PG
rf,0.013050012616575993,0.009462419485066853,-6.494634878706445,2772,PG
baseline,0.018250271315250255,0.012766063162331594,-5.72792310886367,2772,PGR
har,0.017203095924361873,0.01203190029505299,-5.8365025418925764,2772,PGR
ridge,0.0170268481532241,0.011907396298368532,-5.8461945375573645,2772,PGR
rf,0.016843261572589526,0.011752758681040571,-5.861854280783632,2772,PGR
baseline,0.019778539866403235,0.012583263769428503,-5.7681721341851,2772,PM
har,0.017810687943323102,0.011425376602239948,-5.89958444704792,2772,PM
ridge,0.01762649035840916,0.011199316460008728,-5.900310466026147,2772,PM
rf,0.017516837253797844,0.01106955569127066,-5.91136453488924,2772,PM
baseline,0.020535206681825926,0.014165227880514657,-5.522879111974674,2772,PNC
har,0.01909923657016446,0.012730248634915693,-5.607247451394237,2772,PNC
ridge,0.018892893867760305,0.012534213110575097,-5.6115535307508475,2772,PNC
rf,0.019892602568529327,0.012917567288149792,-5.588345143851297,2772,PNC
baseline,0.016016146612562836,0.010396052794879648,-6.072301656129337,2772,PPL
har,0.015269507204124046,0.01022555918403793,-6.163316961847497,2772,PPL
ridge,0.014972971935823637,0.010141346173550798,-6.171577323827796,2772,PPL
rf,0.015422393247842668,0.010143270438775283,-6.163044043851943,2772,PPL
baseline,0.02483051697123028,0.015895802330463685,-5.368655560721073,2772,PRU
har,0.02289131030992732,0.013747834958140664,-5.4183225298859465,2772,PRU
ridge,0.022712941665906265,0.0134575447190851,-5.427786099959607,2772,PRU
rf,0.02366678599314852,0.013743771038015964,-5.414101651474711,2772,PRU
baseline,0.0236627651030237,0.015857541765855885,-5.2873424329943965,2772,PSX
har,0.02262836895646318,0.014278400241862799,-5.252888235300264,2772,PSX
ridge,0.022091763800195025,0.014155012762698491,-5.283516404763003,2772,PSX
rf,0.02348353655146272,0.01476662098954844,-5.2630533317899095,2772,PSX
baseline,0.030459964656182892,0.021076167232756057,-4.686419009622808,2772,QCOM
har,0.027463863951175324,0.01766430175783484,-4.703740542242365,2772,QCOM
ridge,0.027148435712046722,0.01719435964374432,-4.716412633831191,2772,QCOM
rf,0.027362691308213182,0.017398387831157783,-4.726684821399724,2772,QCOM
baseline,0.03676794002750916,0.02420393987254188,-4.611593721769194,2772,RCL
har,0.037452806373756295,0.021730859328967067,-4.4351987491920255,2772,RCL
ridge,0.035454284669215436,0.02094482872907978,-4.5221511833766215,2772,RCL
rf,0.04237011106231509,0.023029398822996032,-4.335105628687624,2772,RCL
baseline,0.02388856181497723,0.017182474019216704,-5.108599413624949,2772,REGN
har,0.02264703212160224,0.015436861500149784,-5.052236471652508,2772,REGN
ridge,0.021928978787464012,0.015119618142785032,-5.119021101057013,2772,REGN
rf,0.02194375898536178,0.015073930414006231,-5.125968194881311,2772,REGN
baseline,0.03131835407464949,0.020048738849593132,-4.824038246360427,2772,RMD
har,0.027234977107095278,0.01653487093163991,-5.039008151232811,2772,RMD
ridge,0.02651362656558061,0.01589099484301699,-5.089496471859572,2772,RMD
rf,0.02652912253210207,0.015410081831589307,-5.04162557910214,2772,RMD
baseline,0.02630914034388454,0.016726566855572996,-5.3077628266181085,2772,ROST
har,0.023880254167554103,0.014495028168412636,-5.390861873719272,2772,ROST
ridge,0.02312201612768821,0.014125421839852628,-5.456730426110208,2772,ROST
rf,0.02362051582192182,0.014101622580645313,-5.436055828305069,2772,ROST
baseline,0.024902761936815412,0.01571366878110316,-5.347152823373209,2772,SBUX
har,0.022305013319264523,0.013466294833868749,-5.502803394613375,2772,SBUX
ridge,0.021680834065214358,0.012961687985448913,-5.544496305313178,2772,SBUX
rf,0.021984270727622848,0.013074722353603054,-5.521747273272567,2772,SBUX
baseline,0.02591663381734122,0.01763184114131219,-5.0277294883200705,2772,SCHW
har,0.023659819698491853,0.015658477429757057,-5.062733982545072,2772,SCHW
ridge,0.023461109826537502,0.015477983668579018,-5.078439626864156,2772,SCHW
rf,0.023833410718006088,0.0155630550833792,-5.071103117639995,2772,SCHW
baseline,0.019950794997744988,0.013529896680587903,-5.6102160910772705,2772,SJM
har,0.017825142867759616,0.011906702782194871,-5.7725313282374335,2772,SJM
ridge,0.017369740935891664,0.011699936765711544,-5.8104965507388044,2772,SJM
rf,0.017401478359443844,0.0116354789166722,-5.795722878267383,2772,SJM
baseline,0.02667717785635548,0.016832009299471193,-5.042558949045159,2772,SLB
har,0.026033059755872633,0.015560611531912962,-4.934855685213297,2772,SLB
ridge,0.025382328697888822,0.015284801982863961,-4.99024247153376,2772,SLB
rf,0.027088354645721242,0.015876285431056264,-4.9799582749399525,2772,SLB
baseline,0.03108920375650268,0.017461187880276147,-4.787733027771688,2772,SNPS
har,0.02715606143482099,0.014898985691393815,-4.9677065742629525,2772,SNPS
ridge,0.026899265670411118,0.014695736720407197,-5.041751066548636,2772,SNPS
rf,0.02718069880051997,0.014771097652311925,-4.980571605348678,2772,SNPS
baseline,0.015375472394720296,0.009328439034505913,-6.26276503426477,2772,SO
har,0.014593708236984554,0.009476094548380519,-6.315028476056653,2772,SO
ridge,0.0141059338777491,0.009234473454804095,-6.3391722065942036,2772,SO
rf,0.014828287085011254,0.009246960109488693,-6.32436401276593,2772,SO
baseline,0.020018960063119755,0.013374747304700944,-5.702457009862369,2772,SPGI
har,0.01849820033608364,0.012207667351232488,-5.808611304506814,2772,SPGI
ridge,0.018228185166817464,0.01183336137769359,-5.825059985018482,2772,SPGI
rf,0.018531664567475452,0.011823207548963583,-5.824247188006889,2772,SPGI
baseline,0.02082583891262229,0.01202735554682818,-5.84078534272363,2772,SRE
har,0.018693429850483344,0.010967104121562474,-5.928029506011499,2772,SRE
ridge,0.018256643438431357,0.01077425173165395,-5.948297066569552,2772,SRE
rf,0.018548277898214328,0.010617259249110932,-5.954668949489731,2772,SRE
baseline,0.034249494439878264,0.023895113462254373,-4.547310669719298,2772,STX
har,0.03216380329803586,0.020464853591575675,-4.318137009131253,2772,STX
ridge,0.03141628591865967,0.020054144386442214,-4.414339191585831,2772,STX
rf,0.031278035533568865,0.019862760427679357,-4.4428152080007886,2772,STX
baseline,0.03229055422069137,0.022038125183981464,-4.6172207875845785,2772,SWKS
har,0.029417871733838197,0.018863183488264254,-4.555211822461014,2772,SWKS
ridge,0.028526245210455714,0.018268522892609967,-4.61946582648661,2772,SWKS
rf,0.028932613237544664,0.01835037843147054,-4.623651912072657,2772,SWKS
baseline,0.018478863626053513,0.012967218292167152,-5.792090118560739,2772,SYK
har,0.017521460769991823,0.011962209242143567,-5.857136541970779,2772,SYK
ridge,0.017178625574813138,0.011760904152175051,-5.866662634051011,2772,SYK
rf,0.017657200783817707,0.011806227265258998,-5.862271044998546,2772,SYK
baseline,0.024688228977416137,0.014867723656264018,-5.4863772435290405,2772,SYY
har,0.02270190316452516,0.013573445399169652,-5.776548804980521,2772,SYY
ridge,0.022081911060802085,0.013168039604646277,-5.812111325288998,2772,SYY
rf,0.023908088974560128,0.01341984225583697,-5.76940910126922,2772,SYY
baseline,0.018642730150144306,0.013156042723090174,-5.779249936396083,2772,T
har,0.017067195355219004,0.012105033802776029,-5.947670645433394,2772,T
ridge,0.016676415469817928,0.011651097945880397,-5.959699793380196,2772,T
rf,0.016767190918947423,0.011648785717931761,-5.948683974079714,2772,T
baseline,0.032528336624048644,0.022391797237001375,-4.628904550534579,2772,TER
har,0.030397613609596048,0.01920384990479619,-4.495837700697681,2772,TER
ridge,0.029710089980887335,0.01883900858071769,-4.533769625765085,2772,TER
rf,0.029333686393945756,0.018660576880499553,-4.581507118277742,2772,TER
baseline,0.0241687606951497,0.015655118076020748,-5.347948196116912,2772,TFC
har,0.022489827392685652,0.013955639190010213,-5.417791093369446,2772,TFC
ridge,0.022146079037465086,0.013828108835451693,-5.426319016514511,2772,TFC
rf,0.023599196893452454,0.014122412033014998,-5.392183298091461,2772,TFC
baseline,0.032053125182069,0.020160045123885573,-4.907337384157158,2772,TGT
har,0.027794682548996568,0.016320531857945634,-5.0075433562744145,2772,TGT
ridge,0.026962487102822914,0.015733902326929405,-5.036079764293469,2772,TGT
rf,0.02649577715448884,0.015181287078084915,-5.065213958487714,2772,TGT
baseline,0.01847300253791695,0.012017612732964162,-5.815764001564962,2772,TJX
har,0.01741498457390965,0.01119843410828081,-5.880163891129177,2772,TJX
ridge,0.01681910243918906,0.010790590438090065,-5.913952692549847,2772,TJX
rf,0.0174907027824397,0.010942107845038063,-5.907028233559463,2772,TJX
baseline,0.017842757880648374,0.013238537332687504,-5.59954600776893,2772,TMO
har,0.016440983932951476,0.012081798597389714,-5.719667889653893,2772,TMO
ridge,0.016031282191314358,0.01182762633765506,-5.733601196458199,2772,TMO
rf,0.016077091842962618,0.011771383470123279,-5.73011041984218,2772,TMO
baseline,0.0206590795047493,0.012823105255404848,-5.850235784057558,2772,TRV
har,0.018650533461532698,0.011988246094299038,-5.980000132980488,2772,TRV
ridge,0.018427448651065038,0.011601813000972648,-5.987546828798607,2772,TRV
rf,0.018479161918438087,0.011509610295031971,-5.990547333937402,2772,TRV
baseline,0.038769086440756384,0.028224082057355562,-4.067860646347063,2772,TSLA
har,0.03954193273996602,0.026758612045624627,-3.6821717344007117,2772,TSLA
ridge,0.038520634911836014,0.026144775866160975,-3.753210617051531,2772,TSLA
rf,0.039675139781757615,0.026708998134346008,-3.767774955600265,2772,TSLA
baseline,0.024888690420032875,0.016160302503198824,-5.357073452982135,2772,TSN
har,0.022140837635384134,0.013918519760320262,-5.465633554153099,2772,TSN
ridge,0.021782388966901923,0.01370446472123487,-5.498872532924598,2772,TSN
rf,0.02160791288232313,0.013409209591015535,-5.49094876666745,2772,TSN
baseline,0.021421241894471227,0.014856601482645709,-5.344308530224989,2772,TXN
har,0.019697775433747417,0.013077515882304649,-5.38735331615841,2772,TXN
ridge,0.01930301575892823,0.012789541873363805,-5.395841947134268,2772,TXN
rf,0.019469529491676674,0.012846048914974111,-5.404096114246985,2772,TXN
baseline,0.037232969963881285,0.024346010023188605,-4.565790411918183,2772,UAL
har,0.036054749177570254,0.021570397721655,-4.401340772693374,2772,UAL
ridge,0.034418062449935,0.02080089472986157,-4.478867134204139,2772,UAL
rf,0.03926895004796278,0.022304358726534544,-4.351994398691698,2772,UAL
baseline,0.02628696294544344,0.01608325776421073,-5.488167749044931,2772,UNH
har,0.023918620767727373,0.014243084414258613,-5.537014753988766,2772,UNH
ridge,0.023654837584627494,0.014064385547071297,-5.54264798267812,2772,UNH
rf,0.023953262786110364,0.01386691430494501,-5.5233663599240534,2772,UNH
baseline,0.01918993582770593,0.013196778697074951,-5.634975025263713,2772,UNP
har,0.017699950749864603,0.012227074405613833,-5.723234700622657,2772,UNP
ridge,0.01718143155742317,0.011781325554942075,-5.743638964670743,2772,UNP
rf,0.017458416612924518,0.011815442128564144,-5.7366773123268775,2772,UNP
baseline,0.023375649005297768,0.015585503608813002,-5.372263643936249,2772,UPS
har,0.02104210580579399,0.013871304687427793,-5.567314760583565,2772,UPS
ridge,0.02047628351955597,0.013379076700894414,-5.5924928544489445,2772,UPS
rf,0.0201810819082065,0.012856675132961033,-5.586248549381285,2772,UPS
baseline,0.02185737292824906,0.014375214102165173,-5.56072507853432,2772,USB
har,0.020142679244405295,0.013092575934187547,-5.657187174293414,2772,USB
ridge,0.01992889459560194,0.012864176906832954,-5.659767782351963,2772,USB
rf,0.020574480397934997,0.013079108588445847,-5.63628214123043,2772,USB
baseline,0.01753290600022927,0.012239503096988702,-5.886908708144386,2772,V
har,0.016500761043670202,0.011640491943045152,-5.964927767054359,2772,V
ridge,0.01601039483781389,0.011185467898560255,-5.98846107643966,2772,V
rf,0.016197081391381398,0.011227472552542618,-5.981706638778475,2772,V
baseline,0.027282046882206937,0.017820549917844646,-4.971854594007412,2772,VLO
har,0.02626196048111586,0.015991131594567116,-4.875061468486525,2772,VLO
ridge,0.0251427651056077,0.015643046045745384,-4.951263318733542,2772,VLO
rf,0.026967703265137824,0.016278552043886126,-4.933488028477843,2772,VLO
baseline,0.030076169046775906,0.019520738925081275,-4.84517332592805,2772,VRTX
har,0.02708431871544619,0.016634212846045875,-4.839317458445945,2772,VRTX
ridge,0.02629539162451957,0.016292081748978535,-4.912183349090046,2772,VRTX
rf,0.025785947527777395,0.01582511764264074,-4.936693540680532,2772,VRTX
baseline,0.015769075665158238,0.011064637163787054,-6.035897342499186,2772,VZ
har,0.014608725711629068,0.010708919798817664,-6.206793632771077,2772,VZ
ridge,0.014174088599252491,0.01027603568817809,-6.230859552982273,2772,VZ
rf,0.01422090732414539,0.010340865259924026,-6.214954563785562,2772,VZ
baseline,0.02429207179086258,0.016556137563505494,-5.12971113581276,2772,WAT
har,0.0219746776151916,0.014328965445973958,-5.284521435016511,2772,WAT
ridge,0.021450308720047353,0.014081644837852672,-5.337577363511325,2772,WAT
rf,0.02137877484032843,0.013915250431533658,-5.337915966052185,2772,WAT
baseline,0.03433067175383699,0.02430614023058981,-4.357977017218992,2772,WDC
har,0.03370865297821268,0.021986580622473578,-4.100044878422009,2772,WDC
ridge,0.032747973353275096,0.02147583146378931,-4.202633467008459,2772,WDC
rf,0.03343491886947716,0.021707209532430084,-4.225830410532734,2772,WDC
baseline,0.016076244005976206,0.00947232427889227,-6.214115295768436,2772,WEC
har,0.014976465875446085,0.009389668700163134,-6.2475871003856245,2772,WEC
ridge,0.013997543046459183,0.00923731708184119,-6.280757442470041,2772,WEC
rf,0.015040749769657092,0.009204082086611581,-6.258147478851424,2772,WEC
baseline,0.02285966731836725,0.015417198333690854,-5.320780282265035,2772,WFC
har,0.021593928274896482,0.013899541341985653,-5.406952144497472,2772,WFC
ridge,0.021459784224315475,0.01364648608498267,-5.404919288960387,2772,WFC
rf,0.022086479604269453,0.01389827158668469,-5.394768466075328,2772,WFC
baseline,0.019827389001835553,0.013023747629309421,-5.78492163457949,2772,WMT
har,0.017696122941743515,0.01188759868067565,-6.0263996328594605,2772,WMT
ridge,0.017108851536666865,0.011378733285877988,-6.051020601635453,2772,WMT
rf,0.01694327743715257,0.011101498555863716,-6.057753223696482,2772,WMT
baseline,0.015319966396410438,0.009754498083651338,-6.13922118772885,2772,XEL
har,0.014417440054017098,0.00951113918657775,-6.202225762386996,2772,XEL
ridge,0.014061898756242183,0.009512240699207144,-6.22583143642396,2772,XEL
rf,0.014296084034393359,0.009349737339695326,-6.214332025647587,2772,XEL
baseline,0.017082217969397896,0.011885964904785305,-5.776241772698627,2772,XOM
har,0.016486618817598,0.011379728409718131,-5.78241231650975,2772,XOM
ridge,0.01603867950825905,0.010932630899071049,-5.793472423313003,2772,XOM
rf,0.01643636041862385,0.011009868810379938,-5.796534185320676,2772,XOM
baseline,0.019898828196643528,0.012387996395016336,-5.925852372217251,2772,YUM
