ROLLING REGRESSION ANALYSIS RESULTS
Reference Symbol: SPY
Window Size: 25 days
Analysis Period: 2022-02-08 to 2025-06-27
================================================================================


AAPL COEFFICIENTS
----------------------------------------
Date         Alpha        Beta         Momentum    
2022-05-11   -0.006327    1.723125     -0.385707   
2022-05-12   -0.005634    1.711222     -0.366285   
2022-05-13   -0.004858    1.770882     -0.341068   
2022-05-16   -0.005952    1.772933     -0.465693   
2022-05-17   -0.004538    1.804512     -0.444432   
2022-05-18   -0.005243    1.773102     -0.420271   
2022-05-19   -0.005613    1.738069     -0.390692   
2022-05-20   -0.007860    1.699008     -0.343034   
2022-05-23   -0.009314    1.672608     -0.349714   
2022-05-24   -0.011534    1.673831     -0.374641   
2022-05-25   -0.007913    1.745346     -0.374257   
2022-05-26   -0.008224    1.915562     -0.237174   
2022-05-27   -0.009008    2.136745     -0.198436   
2022-05-31   -0.007825    2.136330     -0.128908   
2022-06-01   -0.005509    1.963726     -0.173853   
2022-06-02   -0.005174    1.988112     -0.159029   
2022-06-03   -0.005198    2.208346     -0.421682   
2022-06-06   -0.007840    2.568842     -0.328911   
2022-06-07   -0.009550    2.533694     -0.340828   
2022-06-08   -0.007792    2.471203     -0.290757   
2022-06-09   -0.004866    2.397592     -0.404401   
2022-06-10   -0.003619    2.266081     -0.549114   
2022-06-13   -0.003493    2.199875     -0.551603   
2022-06-14   -0.001533    2.124325     -0.608453   
2022-06-15   -0.000972    2.165366     -0.607992   
2022-06-16   0.000373     2.144435     -0.649904   
2022-06-17   0.001486     2.147112     -0.648877   
2022-06-21   0.002990     2.240334     -0.568682   
2022-06-22   0.005027     2.231804     -0.529671   
2022-06-23   0.003661     2.187860     -0.588469   
2022-06-24   0.001904     2.161110     -0.668944   
2022-06-27   0.001598     2.167499     -0.625456   
2022-06-28   0.004052     2.196516     -0.625984   
2022-06-29   0.004483     2.262500     -0.474664   
2022-06-30   0.006623     2.223856     -0.443989   
2022-07-01   0.004972     2.171950     -0.452479   
2022-07-05   0.004535     2.114928     -0.476324   
2022-07-06   0.003011     2.043132     -0.535993   
2022-07-07   0.003678     2.092253     -0.541201   
2022-07-08   0.005017     2.087754     -0.470947   
2022-07-11   0.003185     2.139135     -0.341660   
2022-07-12   0.005782     2.006492     -0.312138   
2022-07-13   0.006455     1.996859     -0.333152   
2022-07-14   0.007698     2.042490     -0.402253   
2022-07-15   0.004834     1.957761     -0.314522   
2022-07-18   0.004227     2.053046     -0.196405   
2022-07-19   0.001720     2.010450     -0.150348   
2022-07-20   0.001334     2.024092     0.021585    
2022-07-21   0.002714     2.157194     0.129417    
2022-07-22   0.002830     2.068515     0.221864    
2022-07-25   0.003561     1.868039     0.489380    
2022-07-26   0.001937     1.950510     0.506633    
2022-07-27   0.001132     1.786378     0.534866    
2022-07-28   0.001166     1.780797     0.443164    
2022-07-29   0.002880     1.889136     0.548381    
2022-08-01   0.003421     2.031470     0.650334    
2022-08-02   0.004315     1.982717     0.621873    
2022-08-03   0.004936     1.823670     0.603218    
2022-08-04   0.005909     1.794790     0.583419    
2022-08-05   0.003081     1.884416     0.592488    
2022-08-08   0.003730     1.899857     0.538022    
2022-08-09   0.002022     1.952781     0.551895    
2022-08-10   0.002504     1.929243     0.527655    
2022-08-11   0.000600     1.875239     0.224165    
2022-08-12   -0.000222    1.961280     0.217470    
2022-08-15   0.003470     1.736596     0.336424    
2022-08-16   0.002362     1.781062     0.395138    
2022-08-17   0.001147     1.851600     0.419515    
2022-08-18   0.000249     1.879914     0.415469    
2022-08-19   0.001149     1.994148     0.366764    
2022-08-22   0.001368     1.929697     0.206607    
2022-08-23   0.003236     2.154954     0.060051    
2022-08-24   0.003256     2.164730     -0.082937   
2022-08-25   -0.000299    1.842826     -0.160488   
2022-08-26   0.000641     1.587494     -0.052293   
2022-08-29   0.001244     1.592032     -0.025976   
2022-08-30   0.001651     1.561970     0.043020    
2022-08-31   0.000956     1.428697     0.028259    
2022-09-01   0.000827     1.417117     -0.097547   
2022-09-02   -0.001294    1.276096     -0.130649   
2022-09-06   -0.000671    1.266304     -0.171825   
2022-09-07   -0.000931    1.353917     -0.182605   
2022-09-08   -0.000542    1.368759     -0.147844   
2022-09-09   -0.000121    1.432007     -0.138482   
2022-09-12   0.002536     1.408912     -0.121098   
2022-09-13   0.002740     1.269225     -0.063993   
2022-09-14   0.004772     1.286350     -0.264873   
2022-09-15   0.004902     1.235275     -0.171853   
2022-09-16   0.006518     1.242382     -0.194893   
2022-09-19   0.005633     1.174787     -0.299797   
2022-09-20   0.004916     1.131975     -0.273273   
2022-09-21   0.005368     1.179968     -0.254131   
2022-09-22   0.004216     1.200440     -0.157669   
2022-09-23   0.003932     1.283082     -0.120406   
2022-09-26   0.004561     1.263850     -0.151406   
2022-09-27   0.005586     1.272829     -0.116001   
2022-09-28   0.003992     1.209861     -0.111674   
2022-09-29   0.003005     1.351727     -0.231594   
2022-09-30   0.004832     1.434420     -0.305149   
2022-10-03   -0.003607    0.822071     -0.015544   
2022-10-04   -0.003143    0.855538     -0.019769   
2022-10-05   -0.003872    0.839377     -0.166903   
2022-10-06   -0.003924    0.839883     -0.164020   
2022-10-07   -0.005278    0.960520     -0.105524   
2022-10-10   -0.004453    0.943725     -0.092630   
2022-10-11   -0.006121    0.951834     -0.061419   
2022-10-12   -0.006821    0.881098     -0.091853   
2022-10-13   -0.007507    0.870591     -0.109432   
2022-10-14   -0.010514    0.910896     -0.313265   
2022-10-17   -0.008200    1.080067     -0.421527   
2022-10-18   -0.008613    1.171771     -0.339029   
2022-10-19   -0.009325    1.117469     -0.311389   
2022-10-20   -0.012160    1.194253     -0.236968   
2022-10-21   -0.012343    1.290242     -0.232146   
2022-10-24   -0.013977    1.232884     -0.326816   
2022-10-25   -0.013234    1.370395     -0.290264   
2022-10-26   -0.012342    1.361487     -0.320431   
2022-10-27   -0.010748    1.321748     -0.357735   
2022-10-28   -0.010284    1.270772     -0.321652   
2022-10-31   -0.010744    1.293354     -0.248044   
2022-11-01   -0.011614    1.302831     -0.255708   
2022-11-02   -0.012294    1.339064     -0.137101   
2022-11-03   -0.009870    1.207988     -0.154375   
2022-11-04   -0.012287    1.176170     -0.340492   
2022-11-07   -0.010440    1.511653     -0.461458   
2022-11-08   -0.011262    1.524606     -0.424184   
2022-11-09   -0.011671    1.619801     -0.456720   
2022-11-10   -0.012516    1.623200     -0.413140   
2022-11-11   -0.011241    1.613258     -0.196553   
2022-11-14   -0.012330    1.647399     -0.221682   
2022-11-15   -0.011410    1.647125     -0.218238   
2022-11-16   -0.013004    1.688379     -0.245175   
2022-11-17   -0.012766    1.722215     -0.113856   
2022-11-18   -0.011762    1.618835     -0.039844   
2022-11-21   -0.015192    1.539169     -0.037521   
2022-11-22   -0.014993    1.548515     -0.067265   
2022-11-23   -0.013470    1.640708     0.013888    
2022-11-25   -0.010987    1.551355     0.000914    
2022-11-28   -0.009541    1.416489     0.120438    
2022-11-29   -0.008680    1.455260     0.089491    
2022-11-30   -0.008864    1.540256     0.039270    
2022-12-01   -0.009788    1.581724     0.055465    
2022-12-02   -0.010149    1.599247     0.039718    
2022-12-05   -0.010850    1.720033     0.031831    
2022-12-06   -0.010739    1.694178     0.010086    
2022-12-07   -0.012297    1.716887     0.065733    
2022-12-08   -0.012365    1.703059     0.157118    
2022-12-09   -0.011285    1.676033     0.108070    
2022-12-12   -0.012262    1.619792     0.381289    
2022-12-13   -0.011818    1.649526     0.309415    
2022-12-14   -0.010932    1.670839     0.326629    
2022-12-15   -0.006900    1.318430     0.268190    
2022-12-16   -0.008036    1.285320     0.418962    
2022-12-19   -0.008486    1.179431     0.421064    
2022-12-20   -0.011393    1.100944     0.664230    
2022-12-21   -0.012563    1.018212     0.767477    
2022-12-22   -0.014144    1.211288     0.341864    
2022-12-23   -0.014491    1.191125     0.402382    
2022-12-27   -0.018160    1.268400     0.293963    
2022-12-28   -0.013953    1.065275     0.275023    
2022-12-29   -0.011005    1.370538     -0.185270   
2022-12-30   -0.013421    1.205080     -0.093212   
2023-01-03   -0.018266    1.255849     -0.015403   
2023-01-04   -0.017122    1.538909     -0.118980   
2023-01-05   -0.017261    1.525943     -0.128180   
2023-01-06   -0.019450    1.162854     -0.136193   
2023-01-09   -0.017105    1.186713     0.250746    
2023-01-10   -0.017832    1.186756     0.239152    
2023-01-11   -0.015210    1.197556     0.319490    
2023-01-12   -0.015419    1.293127     0.188177    
2023-01-13   -0.014772    1.283850     0.164066    
2023-01-17   -0.011265    1.226234     0.152838    
2023-01-18   -0.012947    1.292076     -0.038381   
2023-01-19   -0.009414    1.605184     0.203599    
2023-01-20   -0.006370    1.856041     0.203877    
2023-01-23   -0.003726    2.031392     0.554805    
2023-01-24   -0.006373    2.535181     0.600899    
2023-01-25   -0.005985    2.528929     0.770260    
2023-01-26   -0.004610    2.892101     0.599567    
2023-01-27   0.002937     2.844816     0.964821    
2023-01-30   0.002938     3.242436     1.368441    
2023-01-31   0.005429     2.867329     1.166510    
2023-02-01   0.007223     2.941314     1.411241    
2023-02-02   0.012701     2.571177     1.416952    
2023-02-03   0.010901     2.756858     1.718012    
2023-02-06   0.011992     2.545616     1.561148    
2023-02-07   0.010753     2.430638     1.474762    
2023-02-08   0.019158     1.892891     1.629185    
2023-02-09   0.019896     1.759237     1.442322    
2023-02-10   0.018448     1.618583     1.588085    
2023-02-13   0.017545     1.692057     1.330371    
2023-02-14   0.018167     1.675762     1.596246    
2023-02-15   0.019494     1.750866     1.576215    
2023-02-16   0.017104     2.106667     1.634858    
2023-02-17   0.018737     2.103181     1.343508    
2023-02-21   0.018972     2.362441     1.224531    
2023-02-22   0.016761     2.399231     0.914481    
2023-02-23   0.015831     2.364099     1.035601    
2023-02-24   0.015589     2.400841     1.054820    
2023-02-27   0.017218     2.531208     0.604004    
2023-02-28   0.015392     2.407529     0.612037    
2023-03-01   0.015059     2.434535     0.619862    
2023-03-02   0.011697     2.115625     0.714532    
2023-03-03   0.008510     1.744504     0.240670    
2023-03-06   0.003623     1.644866     0.117219    
2023-03-07   0.005100     1.471732     0.214607    
2023-03-08   0.002994     1.353063     0.239675    
2023-03-09   0.000774     1.402608     0.153696    
2023-03-10   0.000324     1.171518     -0.164952   
2023-03-13   -0.000020    1.249883     -0.070097   
2023-03-14   0.000281     1.502936     -0.126305   
2023-03-15   0.000584     1.573216     -0.368506   
2023-03-16   -0.001173    1.657975     -0.170327   
2023-03-17   -0.002629    1.744489     -0.305508   
2023-03-20   -0.000269    1.823654     -0.247777   
2023-03-21   0.003639     2.215329     -0.346002   
2023-03-22   0.000821     2.174745     -0.308729   
2023-03-23   0.000092     2.147251     -0.256694   
2023-03-24   0.000088     1.972340     -0.159632   
2023-03-27   -0.001166    1.991746     -0.158174   
2023-03-28   -0.001023    1.907910     -0.055642   
2023-03-29   -0.001952    1.910114     -0.054703   
2023-03-30   -0.001945    1.910044     -0.060830   
2023-03-31   -0.000549    2.046073     0.195813    
2023-04-03   -0.005115    1.955625     -0.146646   
2023-04-04   -0.005044    1.950132     -0.155995   
2023-04-05   -0.006098    1.981991     -0.188759   
2023-04-06   -0.003648    2.131828     -0.174941   
2023-04-10   -0.003900    2.102777     -0.076167   
2023-04-11   -0.002560    2.102526     -0.071983   
2023-04-12   -0.003662    2.168053     -0.281469   
2023-04-13   -0.002289    2.189278     -0.271027   
2023-04-14   -0.001688    2.109943     -0.037693   
2023-04-17   -0.003767    2.419870     0.114339    
2023-04-18   -0.004920    2.462809     0.106431    
2023-04-19   -0.005872    2.375149     0.088537    
2023-04-20   -0.010310    2.763918     0.122819    
2023-04-21   -0.009040    2.932902     -0.100555   
2023-04-24   -0.011814    3.414069     -0.238444   
2023-04-25   -0.008717    2.801008     -0.539915   
2023-04-26   -0.011362    2.449484     -0.244021   
2023-04-27   -0.012699    2.789063     -0.316948   
2023-04-28   -0.012690    2.849485     -0.169534   
2023-05-01   -0.012156    2.899326     -0.251888   
2023-05-02   -0.010883    2.607052     -0.216697   
2023-05-03   -0.009592    2.459605     -0.327682   
2023-05-04   -0.008253    2.319330     -0.365015   
2023-05-05   -0.007721    2.502046     -0.535342   
2023-05-08   -0.008270    2.218718     0.256744    
2023-05-09   -0.005637    2.361095     0.251131    
2023-05-10   -0.006296    2.365073     0.183979    
2023-05-11   -0.004014    2.274554     0.236774    
2023-05-12   -0.004413    2.308144     0.274559    
2023-05-15   -0.004899    2.282610     0.281714    
2023-05-16   -0.004708    2.193098     0.318365    
2023-05-17   -0.003096    2.275903     0.246804    
2023-05-18   -0.003233    2.250680     0.212742    
2023-05-19   -0.002386    2.227510     0.329908    
2023-05-22   -0.000643    2.215721     0.326919    
2023-05-23   0.000341     2.164421     0.339810    
2023-05-24   0.001149     2.166467     0.305996    
2023-05-25   0.004459     1.838557     0.397357    
2023-05-26   0.004824     1.944781     0.478104    
2023-05-30   0.007116     1.942360     0.678821    
2023-05-31   0.007257     1.995055     0.457721    
2023-06-01   0.008919     1.819940     0.483272    
2023-06-02   0.008881     1.826759     0.476700    
2023-06-05   0.009329     1.801233     0.686299    
2023-06-06   0.010416     1.772698     0.679393    
2023-06-07   0.010872     1.739751     0.868596    
2023-06-08   0.011520     1.824008     0.884038    
2023-06-09   0.012257     1.849243     1.135004    
2023-06-12   0.011983     1.699932     1.337337    
2023-06-13   0.012456     1.740244     1.418157    
2023-06-14   0.012638     1.639417     1.318930    
2023-06-15   0.012845     1.386608     1.280797    
2023-06-16   0.013234     1.307321     1.372407    
2023-06-20   0.017364     0.942112     1.072756    
2023-06-21   0.015018     1.334883     1.158845    
2023-06-22   0.015302     1.298734     1.255457    
2023-06-23   0.013091     1.462434     1.258686    
2023-06-26   0.010287     1.822082     1.415366    
2023-06-27   0.010027     1.896575     1.386043    
2023-06-28   0.009041     1.919665     1.442222    
2023-06-29   0.008873     1.856739     1.576732    
2023-06-30   0.009367     1.649533     1.599847    
2023-07-03   0.012180     1.651361     1.943166    
2023-07-05   0.011947     1.518848     1.796448    
2023-07-06   0.009576     1.739986     1.773419    
2023-07-07   0.008223     1.889254     1.727711    
2023-07-10   0.007273     1.929159     1.880701    
2023-07-11   0.006751     1.886141     1.943626    
2023-07-12   0.005721     1.846202     1.850945    
2023-07-13   0.005472     1.852039     1.746591    
2023-07-14   0.005029     1.922016     1.862439    
2023-07-17   0.004879     1.828328     1.714641    
2023-07-18   0.003353     1.795959     1.685676    
2023-07-19   0.002725     1.771832     1.437584    
2023-07-20   -0.002803    2.466237     1.219980    
2023-07-21   -0.002842    2.476837     1.280997    
2023-07-24   -0.001114    3.015048     0.825007    
2023-07-25   -0.004194    3.440013     1.220235    
2023-07-26   -0.008329    4.156621     0.798857    
2023-07-27   -0.006725    3.881887     0.935683    
2023-07-28   -0.006952    3.954222     0.859894    
2023-07-31   -0.007265    4.040027     0.327924    
2023-08-01   -0.005204    3.720158     0.349283    
2023-08-02   -0.003356    3.153868     0.148735    
2023-08-03   -0.002922    3.021298     -0.301278   
2023-08-04   -0.002979    3.063650     -0.205901   
2023-08-07   -0.003579    2.962895     -0.966995   
2023-08-08   -0.005824    2.854085     -0.819424   
2023-08-09   -0.006847    2.934523     -0.759181   
2023-08-10   -0.006492    3.017713     -0.886071   
2023-08-11   -0.006880    3.046742     -0.979013   
2023-08-14   -0.006949    2.962497     -0.895167   
2023-08-15   -0.005983    2.877659     -0.742785   
2023-08-16   -0.005754    2.995604     -0.532343   
2023-08-17   -0.005940    2.959833     -0.613241   
2023-08-18   -0.007295    2.925163     -0.406244   
2023-08-21   -0.005734    3.259139     -0.369842   
2023-08-22   -0.004419    3.309548     -0.140394   
2023-08-23   -0.004863    3.142477     0.122172    
2023-08-24   -0.001799    2.573852     0.130210    
2023-08-25   -0.000465    2.717805     -0.079871   
2023-08-28   -0.002193    2.524120     -0.122889   
2023-08-29   0.000414     2.978003     0.116258    
2023-08-30   0.000023     2.937541     -0.031026   
2023-08-31   0.000913     2.867797     0.052801    
2023-09-01   -0.002006    2.670554     0.131411    
2023-09-05   0.000223     2.511188     0.233910    
2023-09-06   0.000839     2.492205     0.252508    
2023-09-07   0.000794     2.560517     0.573699    
2023-09-08   -0.000935    2.593166     0.591976    
2023-09-11   0.002556     2.979759     0.580407    
2023-09-12   0.003867     3.312198     0.517118    
2023-09-13   0.003986     3.332642     0.432567    
2023-09-14   0.003935     3.154264     0.503982    
2023-09-15   0.005099     2.727184     0.730868    
2023-09-18   0.004058     2.701446     0.978091    
2023-09-19   0.005600     2.826472     1.001071    
2023-09-20   0.005861     2.778526     0.976874    
2023-09-21   0.006952     2.563867     0.759754    
2023-09-22   0.005803     2.538856     0.967660    
2023-09-25   0.006452     2.529114     0.950273    
2023-09-26   0.004842     2.153747     0.950477    
2023-09-27   0.003636     2.143836     0.956106    
2023-09-28   0.004604     2.272801     1.020260    
2023-09-29   0.005310     2.235373     1.425248    
2023-10-02   0.004626     2.142211     1.534404    
2023-10-03   0.005603     2.210429     1.371428    
2023-10-04   0.005093     1.996144     1.065336    
2023-10-05   0.005477     2.059229     1.000732    
2023-10-06   0.003758     1.786385     0.926586    
2023-10-09   0.005455     1.828669     0.659664    
2023-10-10   0.003660     1.926074     0.658854    
2023-10-11   0.003377     1.845639     0.649346    
2023-10-12   0.003066     1.872967     0.604519    
2023-10-13   0.002932     1.964466     0.593444    
2023-10-16   -0.001312    1.488375     0.671191    
2023-10-17   -0.000621    1.453113     0.704454    
2023-10-18   -0.002031    1.632510     0.706722    
2023-10-19   -0.004859    1.922259     1.182978    
2023-10-20   -0.005745    2.228744     0.969381    
2023-10-23   -0.004056    2.282145     0.836053    
2023-10-24   -0.004207    2.327132     0.832165    
2023-10-25   -0.004066    2.239882     0.983444    
2023-10-26   -0.004444    2.377947     0.652943    
2023-10-27   -0.002281    2.334051     0.477779    
2023-10-30   -0.006182    1.777075     0.709531    
2023-10-31   -0.006348    2.003171     0.600892    
2023-11-01   -0.005601    2.060277     0.579270    
2023-11-02   -0.005271    2.252154     0.547253    
2023-11-03   -0.006665    2.256310     0.338416    
2023-11-06   -0.007259    2.262133     0.291267    
2023-11-07   -0.007594    2.402231     0.533948    
2023-11-08   -0.009110    2.252213     0.624908    
2023-11-09   -0.010628    2.381626     0.545856    
2023-11-10   -0.010224    2.432019     0.724121    
2023-11-13   -0.007710    2.412126     0.975005    
2023-11-14   -0.007466    2.550013     0.969403    
2023-11-15   -0.006284    2.565743     0.960749    
2023-11-16   -0.007995    2.589997     0.885449    
2023-11-17   -0.007253    2.560606     0.869501    
2023-11-20   -0.007212    2.575341     0.880923    
2023-11-21   -0.006118    2.523477     0.970247    
2023-11-22   -0.006868    2.428912     0.646209    
2023-11-24   -0.002559    2.005175     0.739988    
2023-11-27   -0.001440    1.888097     0.853162    
2023-11-28   0.000230     1.847206     0.829795    
2023-11-29   -0.000416    1.848562     0.818721    
2023-11-30   -0.002033    1.947179     0.823847    
2023-12-01   -0.001880    1.833736     1.005056    
2023-12-04   -0.003330    1.988242     0.734679    
2023-12-05   -0.001582    2.442096     0.598715    
2023-12-06   -0.000828    2.341086     0.642116    
2023-12-07   -0.000916    2.329638     0.571843    
2023-12-08   -0.000877    1.990783     0.941425    
2023-12-11   -0.001514    2.034989     0.972619    
2023-12-12   -0.001905    1.985522     0.855450    
2023-12-13   -0.002382    1.806760     0.758787    
2023-12-14   -0.000656    1.815506     1.162363    
2023-12-15   0.004072     1.100858     1.302197    
2023-12-18   0.003612     1.024448     0.954495    
2023-12-19   0.001713     1.276891     1.008802    
2023-12-20   -0.000077    0.988041     0.713856    
2023-12-21   -0.000476    1.177765     0.320913    
2023-12-22   0.000815     1.136609     0.172935    
2023-12-26   0.001136     1.165107     0.205797    
2023-12-27   0.001872     1.197885     0.063200    
2023-12-28   -0.000910    1.413796     -0.079661   
2023-12-29   -0.000416    1.593964     -0.093705   
2024-01-02   -0.000127    1.518360     -0.132038   
2024-01-03   -0.001883    1.840548     0.150125    
2024-01-04   -0.003399    1.817727     0.116422    
2024-01-05   -0.003189    1.805458     0.112455    
2024-01-08   -0.002648    1.732250     0.163909    
2024-01-09   -0.002981    1.836329     -0.106689   
2024-01-10   -0.003318    1.783756     -0.019565   
2024-01-11   -0.005138    1.867609     -0.165122   
2024-01-12   -0.007345    2.000540     -0.159830   
2024-01-16   -0.006603    1.863593     -0.131890   
2024-01-17   -0.006875    1.872003     0.004935    
2024-01-18   -0.007072    1.723346     0.255778    
2024-01-19   -0.006961    1.636712     0.138501    
2024-01-22   -0.007294    1.696379     -0.642821   
2024-01-23   -0.009025    1.600013     -0.712262   
2024-01-24   -0.010369    1.800274     -0.840408   
2024-01-25   -0.014612    1.285176     -1.067090   
2024-01-26   -0.014709    1.096364     -0.894961   
2024-01-29   -0.012736    1.257974     -0.872910   
2024-01-30   -0.012663    0.864235     -0.636844   
2024-01-31   -0.012566    0.789493     -0.645249   
2024-02-01   -0.013196    0.831649     -0.523297   
2024-02-02   -0.014414    0.819346     -0.550631   
2024-02-05   -0.014568    0.883692     -0.779669   
2024-02-06   -0.013189    0.915174     -0.822046   
2024-02-07   -0.013594    1.123933     -0.974254   
2024-02-08   -0.011402    0.909935     -0.899544   
2024-02-09   -0.011195    1.049550     -0.909213   
2024-02-12   -0.012344    1.107507     -1.008484   
2024-02-13   -0.012217    0.943323     -0.912454   
2024-02-14   -0.010956    1.077147     -0.956911   
2024-02-15   -0.008920    1.316561     -0.431973   
2024-02-16   -0.007418    1.213494     -0.415178   
2024-02-20   -0.006995    1.282840     -0.321974   
2024-02-21   -0.007318    1.342575     -0.363923   
2024-02-22   -0.007087    1.241279     -0.498007   
2024-02-23   -0.007393    1.351600     -0.662695   
2024-02-26   -0.004813    1.219815     -0.570515   
2024-02-27   -0.004094    1.221686     -0.563139   
2024-02-28   -0.003429    1.185239     -0.539023   
2024-02-29   -0.003321    1.181343     -0.441441   
2024-03-01   0.001271     1.455110     -0.458483   
2024-03-04   -0.002152    1.609219     -0.811486   
2024-03-05   -0.004280    1.636500     -0.847936   
2024-03-06   -0.005670    1.590139     -0.611729   
2024-03-07   -0.006309    1.725654     -0.877816   
2024-03-08   -0.006217    1.802940     -0.759059   
2024-03-11   -0.004770    1.893625     -0.622993   
2024-03-12   -0.003999    1.673251     -0.577213   
2024-03-13   -0.006583    1.754427     -0.862568   
2024-03-14   -0.008147    1.807801     -0.917095   
2024-03-15   -0.007324    1.560628     -0.969274   
2024-03-18   -0.005876    1.702638     -1.161860   
2024-03-19   -0.005626    1.623325     -1.237485   
2024-03-20   -0.005587    1.790096     -1.245390   
2024-03-21   -0.006636    1.682848     -1.740454   
2024-03-22   -0.008553    1.436865     -1.834051   
2024-03-25   -0.008144    1.425539     -1.984669   
2024-03-26   -0.005552    1.199541     -2.067522   
2024-03-27   -0.005737    1.250243     -2.058530   
2024-03-28   -0.006370    1.431301     -2.433376   
2024-04-01   -0.005208    1.400145     -2.469428   
2024-04-02   -0.009165    1.977457     -2.433775   
2024-04-03   -0.008749    1.972612     -2.420362   
2024-04-04   -0.007393    1.396626     -2.377179   
2024-04-05   -0.008908    1.009747     -1.453664   
2024-04-08   -0.006780    0.987507     -0.289877   
2024-04-09   -0.002958    0.899442     -0.322561   
2024-04-10   -0.002467    0.788655     -0.697183   
2024-04-11   -0.001070    0.977777     -0.726160   
2024-04-12   -0.001425    1.017833     -0.668616   
2024-04-15   -0.002504    1.379129     0.091062    
2024-04-16   -0.004084    1.403864     0.315505    
2024-04-17   -0.003372    1.522359     0.758241    
2024-04-18   -0.002917    1.532248     0.849855    
2024-04-19   -0.001585    1.538066     0.895955    
2024-04-22   -0.004573    1.335212     1.700269    
2024-04-23   -0.006697    1.126916     1.759154    
2024-04-24   -0.001218    1.224137     2.567412    
2024-04-25   0.000040     0.985413     2.856055    
2024-04-26   -0.000102    0.886996     2.927359    
2024-04-29   0.006255     1.338275     3.762286    
2024-04-30   0.004817     1.739008     3.759256    
2024-05-01   0.003078     1.765980     3.290618    
2024-05-02   0.002397     1.669811     3.567804    
2024-05-03   0.002628     1.556273     3.298651    
2024-05-06   0.002792     1.559161     3.006957    
2024-05-07   0.002779     1.384126     2.722040    
2024-05-08   0.001714     1.376908     2.692345    
2024-05-09   -0.000643    1.533726     2.531295    
2024-05-10   0.000514     1.849081     2.208524    
2024-05-13   -0.000562    1.837467     2.217645    
2024-05-14   -0.000426    1.890892     2.219070    
2024-05-15   -0.001324    1.532954     2.322176    
2024-05-16   -0.001163    1.490616     2.257446    
2024-05-17   -0.000682    1.505440     2.157608    
2024-05-20   0.001125     1.049954     2.274145    
2024-05-21   0.004783     0.974937     2.345286    
2024-05-22   0.003444     1.075537     2.150953    
2024-05-23   0.003433     1.193892     2.164434    
2024-05-24   0.004877     1.135853     1.758087    
2024-05-28   0.005260     1.488888     1.632012    
2024-05-29   0.005477     1.516054     0.563028    
2024-05-30   0.001830     1.555866     0.393942    
2024-05-31   -0.001321    1.692051     0.373652    
2024-06-03   -0.000994    1.889692     -0.897596   
2024-06-04   -0.006474    1.619942     -0.762806   
2024-06-05   -0.004246    0.949935     -1.064750   
2024-06-06   -0.002588    0.802967     -0.715776   
2024-06-07   -0.002445    0.842012     -0.756434   
2024-06-10   -0.003205    0.825270     -1.046668   
2024-06-11   -0.004096    0.594859     -0.673802   
2024-06-12   -0.001808    0.923524     -0.537577   
2024-06-13   0.000051     0.883504     -0.179652   
2024-06-14   -0.000429    1.063100     -0.093666   
2024-06-17   0.001449     1.432777     -0.120612   
2024-06-18   -0.000130    1.473120     -0.301386   
2024-06-20   -0.001687    1.457907     -0.118974   
2024-06-21   -0.000165    1.993483     -0.415325   
2024-06-24   -0.000376    2.009939     -0.396427   
2024-06-25   -0.000220    2.085739     -0.452926   
2024-06-26   0.002215     2.092998     -0.284161   
2024-06-27   0.000063     1.967286     -0.157039   
2024-06-28   0.001947     1.694850     -0.217603   
2024-07-01   0.005612     1.342449     -0.308559   
2024-07-02   0.007318     1.980281     0.079767    
2024-07-03   0.009784     2.186744     0.633341    
2024-07-05   0.009550     2.218750     1.085440    
2024-07-08   0.007382     2.678213     0.715857    
2024-07-09   0.008612     3.274829     0.956788    
2024-07-10   0.009793     2.536732     1.175937    
2024-07-11   0.004544     4.012679     -0.280458   
2024-07-12   0.004536     5.104459     -0.806381   
2024-07-15   0.003909     5.155695     -0.709423   
2024-07-16   0.003501     5.003012     -0.843997   
2024-07-17   0.007576     4.317417     -0.297484   
2024-07-18   0.010470     4.055497     -0.878278   
2024-07-19   0.009557     4.329344     -0.995831   
2024-07-22   0.009031     4.276259     -0.924334   
2024-07-23   0.009527     4.329097     -0.985956   
2024-07-24   0.007816     4.970195     -0.770984   
2024-07-25   0.010664     4.929343     -1.228524   
2024-07-26   0.008468     4.397115     -0.912059   
2024-07-29   0.009423     4.473544     -0.427808   
2024-07-30   0.008181     4.574202     -0.423906   
2024-07-31   0.006723     4.211742     -0.422600   
2024-08-01   0.004758     4.290172     -0.419074   
2024-08-02   0.006062     4.042892     -0.661521   
2024-08-05   0.007119     3.419116     -0.943447   
2024-08-06   0.003875     3.263323     -0.506026   
2024-08-07   -0.000449    3.096298     -0.658462   
2024-08-08   -0.004284    2.789556     -0.582503   
2024-08-09   -0.004759    2.768287     -0.548503   
2024-08-12   -0.005438    2.757393     -0.572540   
2024-08-13   -0.006516    2.788003     -0.566656   
2024-08-14   -0.007157    2.799383     -0.549648   
2024-08-15   -0.004050    2.771297     -0.518153   
2024-08-16   -0.004420    2.749533     -0.487360   
2024-08-19   -0.004664    2.758821     -0.485831   
2024-08-20   -0.004743    2.752528     -0.495122   
2024-08-21   -0.005020    2.799174     -0.437474   
2024-08-22   -0.007476    2.922730     -0.527682   
2024-08-23   -0.006077    2.947401     -0.520573   
2024-08-26   -0.007884    2.896372     -0.544204   
